id, name, latitude, longitude, address, area, city,cost,Cost_Type, rating,rating_type, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
377,Juno's Pizza,19.08,72.91,"Shop 2, Madhav Apartment, Jawahar Road,Ghatkopar East, Mumbai",Ghatkopar East, Mumbai,  ? 600.00  , Budget Friendly ,4.40,Very Good,yes,no,no,no,no,no
378,Hideout Cafe and Bar,19.00,72.83,"Unit 9&10, Block 16, High Street Phoenix, Opposite Sky Zone,  Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,300.00  ", Budget Friendly ,3.70,Very Good,no,yes,yes,yes,no,no
379,Garde Manger Cafe,19.10,72.85,"Parmar CHS, Paranjape B Scheme, 1st Road Near Mahila Sangh School,Vile Parle East, Mumbai",Vile Parle East, Mumbai,  ? 650.00  , Budget Friendly ,4.40,Very Good,yes,no,no,yes,no,no
380,70 beans,19.06,73.02,"8 /9, Plot 5, Vasundhara Height, Sector 11,   
Navi Mumbai (Opposite Juinagar Railway Station),Sanpada, Sanpada, Navi Mumbai",Sanpada, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.90,Excellent,yes,yes,no,yes,no,no
381,Dakshinayan,19.11,72.83,"Hotel Anand, Gandhigram Road, Near Hare Krishna Temple,Juhu, Mumbai",Juhu, Mumbai,  ? 600.00  , Budget Friendly ,4.10,Very Good,yes,no,no,no,no,no
382,GOT - Gospel Of Taste,19.06,72.83,"Linking Road, Bandra WestPlot 126 A, 29th Road, Turner Road, Next to Duruelo Convent School,","Linking Road, Bandra West", Mumbai,  ? 300.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
383,Lady Baga,19.01,72.83,"Oasis Complex, Kamala Mills, Gate 4,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.70,Very Good,no,yes,yes,no,yes,no
384,Gurukripa,19.12,72.89,"55, Thunga Village, Opposite Local Office Bus Stop, Saki Vihar Road,Powai, Mumbai",Powai, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.00,Very Good,no,yes,yes,no,yes,no
385,Smoke House Deli,19.07,72.83,"Pali Hill, Bandra WestClove At 33rd Road, B. R. Ambedkar Road,","Pali Hill, Bandra West", Mumbai,"  ? 1,400.00  ", Budget Friendly ,4.10,Very Good,yes,yes,yes,no,yes,no
386,Craftbar,19.06,72.85,"Hallmark Business Plaza, Sant Dyaneshwar Marg, Near Chetna College, Kalanagar,Bandra East, Mumbai",Bandra East, Mumbai,"  ? 2,000.00  ", Moderate ,3.80,Very Good,no,yes,yes,no,yes,no
387,Salt Water Cafe,19.05,72.83,"Reclamation, Bandra West87 Chapel Road, Next to Mount Carmel Church,","Reclamation, Bandra West", Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.00,Very Good,yes,yes,yes,yes,no,no
388,Kofuku,19.06,72.84,"6th Floor, Suburbia Mall, Next To Shoppers Stop,Linking Road, Bandra West, Mumbai","Linking Road, Bandra West", Mumbai,"  ? 2,300.00  ", Moderate ,4.20,Very Good,yes,yes,yes,yes,yes,no
389,South High Restaurant & Bar,19.00,72.83,"Ground Floor, Trade Tower, B Wing, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,100.00  ", Budget Friendly ,4.30,Very Good,yes,no,yes,no,no,no
390,Afzal Restaurant,18.97,72.84,"9A, Shivdas Champsi Marg, Opposite Sai Niketan Building, Mazgaon,Byculla, Mumbai",Byculla, Mumbai,  ? 500.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,no,no
391,Grass & Gossips,19.18,72.95,"819/B, Ridhi Sidhi, Near Police Station, Shahid Mangal Pandey Marg,Mulund West, Mumbai",Mulund West, Mumbai,  ? 200.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
392,Tight,19.07,73.00,"1st Floor, Above KFC, Inside Inorbit Mall, Sector 30 A,Vashi, Navi Mumbai",Vashi, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.50,Good,no,yes,yes,no,no,no
393,The Bombay Bronx (TBB),18.98,72.81,"10, Hub Town, Akriti Sky Bay, Bhulabhai Desai Road,Breach Candy, Mumbai",Breach Candy, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.70,Very Good,no,no,yes,no,yes,no
394,Elco,19.06,72.83,"Hill Road, Bandra West2/A, Elco Market, 46,","Hill Road, Bandra West", Mumbai,  ? 450.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,no,no
395,Kettle & Keg,19.07,72.83,"Shop 1, Celeste Building, Plot 470, Kinchin CHS, 14th Road,Khar, Mumbai",Khar, Mumbai,"  ? 1,600.00  ", Moderate ,4.40,Very Good,yes,no,yes,yes,yes,no
396,FiestaBites,19.02,72.84,"Shop 8, Sugee Sadan, Gokhale Road, Babasaheb Ambedkar Nagar,Dadar West, Mumbai",Dadar West, Mumbai,  ? 800.00  , Budget Friendly ,3.80,Very Good,yes,no,no,yes,no,no
397,The Tasting Room,18.99,72.82,"1st Floor, Good Earth, Raghuvanshi Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,800.00  ", Moderate ,4.30,Very Good,no,no,no,yes,no,no
398,High Point,19.14,72.82,"Andheri Lokhandwala, Andheri West1 & 2, Citizen, Lokhandwala Complex,","Andheri Lokhandwala, Andheri West", Mumbai,  ? 500.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
399,Lounge 18,19.14,72.82,"Vasant Vihar, Thane West103, Block  2, Emerald Plaza, Hiranandani Meadows,","Vasant Vihar, Thane West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.90,Very Good,no,no,yes,no,no,no
400,Mad Over Donuts,19.12,72.91,"G 9, Ground Floor, City Park, Hiranandani Business Park,Powai, Mumbai",Powai, Mumbai,  ? 450.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
401,Umame,18.93,72.83,"1st Floor, East Wing, Cambata Building, Near Eros Theatre,Churchgate, Mumbai",Churchgate, Mumbai,"  ? 3,000.00  ", Moderate ,4.20,Very Good,yes,no,yes,no,no,no
402,Highway Break,19.04,73.07,"Plot No 197A ,198 ,199 Kopra Road, Sector No 10,Kharghar, Navi Mumbai",Kharghar, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.50,Good,yes,no,no,no,no,no
403,Rodeo Drive - Peninsula Redpine,19.11,72.88,"Peninsula Redpine, Near Airport Road Metro Station, Andheri East,Marol, Mumbai",Marol, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.90,Very Good,no,yes,yes,no,yes,no
404,Soda Water,19.14,72.83,"Floor 8, Blue Wave Building, Off New Link Road,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,"  ? 1,100.00  ", Budget Friendly ,3.40,Good,no,yes,yes,no,yes,no
405,Ambrosia Cafe and Deli,19.11,72.88,"Shop 2, Wellington Business Park 2, Opposite Skyline Icon, Andheri- Kurla Road,Marol, Mumbai",Marol, Mumbai,  ? 800.00  , Budget Friendly ,4.00,Very Good,no,yes,no,no,no,no
406,Srinathji's,19.00,72.83,"Jagtamba Bhavan, Opposite Kotak Mahindra Bank, Senapati Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 500.00  , Budget Friendly ,3.40,Good,yes,no,no,no,no,no
407,Theory,19.00,72.83,"Unit 1, Ground Floor, C Wing, Trade World Building, Kamla Mills Compound, SB Marg, Tulsi Pipe Road,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 2,500.00  ", Moderate ,3.90,Very Good,no,yes,yes,yes,yes,no
408,Cat Café Studio,19.13,72.82,"Versova, Andheri West63, Harminder Singh Road, Aram Nagar Part 1,","Versova, Andheri West", Mumbai,  ? 300.00  , Budget Friendly ,4.30,Very Good,no,no,no,yes,no,no
409,Matahaari,18.99,72.81,"Level IV, The Atria Mall, Dr. Annie Besant Road,Worli, Mumbai",Worli, Mumbai,"  ? 3,000.00  ", Moderate ,3.00,Good,no,yes,yes,no,yes,no
410,Jyran - Sofitel,19.07,72.87,"Sofitel Hotel, C 57,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,"  ? 3,300.00  ", Expensive ,4.30,Very Good,no,no,yes,yes,no,no
411,The Pantry,18.93,72.83,"Yeshwant Chambers, Military Square Lane, Near Trishna, Kala Ghoda,Fort, Mumbai",Fort, Mumbai,"  ? 1,400.00  ", Budget Friendly ,3.90,Very Good,yes,no,no,yes,no,no
412,Independence Brewing Company,19.14,72.83,"B 41, Unit 001 & 101, Boolani Estate Owners Premises Co-Op Society, New Link Road, Opposite City Mall, Mumbai,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,"  ? 1,800.00  ", Moderate ,4.10,Very Good,no,yes,no,yes,no,no
413,Bombay Coffee House,19.06,72.83,"Linking Road, Bandra West248, Neelkamal Building, Opposite National College, Waterfield Road,","Linking Road, Bandra West", Mumbai,  ? 750.00  , Budget Friendly ,3.90,Very Good,yes,no,no,yes,yes,no
414,Village - The soul of India,19.10,72.92,"3rd Floor, North Wing, R City Mall, LBS Marg,Ghatkopar West, Mumbai",Ghatkopar West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.50,Good,no,no,no,no,no,no
415,The Boston Cupcakery,19.15,72.83,"Andheri Lokhandwala, Andheri WestShop 1, Legend Apartment, Near Millat Nagar Circle,","Andheri Lokhandwala, Andheri West", Mumbai,  ? 600.00  , Budget Friendly ,4.20,Very Good,yes,no,no,no,no,no
416,Joss,19.09,72.83,"Savoy Chambers, Next To Mini Cooper Showroom,Santacruz West, Mumbai",Santacruz West, Mumbai,"  ? 2,500.00  ", Moderate ,4.20,Very Good,no,yes,yes,no,yes,no
417,Frisbees,19.06,72.82,"Hill Road, Bandra WestShop 6, A39, Labaik House, Chimbai Road, Near St. Andrews Church,","Hill Road, Bandra West", Mumbai,  ? 600.00  , Budget Friendly ,4.20,Very Good,yes,no,no,no,no,no
418,Bombay to Barcelona Library Café,19.11,72.88,"3 & 4, Golden Nest Cooperation Housing Society, Mapkhan Nagar,MarolNaka, Mumbai, Marol, Mumbai",Marol, Mumbai,  ? 500.00  , Budget Friendly ,4.70,Excellent,no,no,no,no,no,no
419,Cafe Trofima,19.03,72.84,"Road 2, Raja Bade Chowk,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,  ? 800.00  , Budget Friendly ,3.90,Very Good,no,no,no,no,no,no
420,The Lab,18.95,72.80,"240, Walkeswar Road, Dahibai Building,Malabar Hill, Mumbai",Malabar Hill, Mumbai,  ? 750.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
421,TBC - The Boat Club,19.26,72.87,"2nd Floor, Thakur Mall,Dahisar East, Mumbai",Dahisar East, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.00,Very Good,yes,no,yes,yes,no,no
422,Mahesh Lunch Home,19.10,72.83,"Next to J.W MarriottJuhuTara Road, Juhu, Mumbai",Juhu, Mumbai,"  ? 1,800.00  ", Moderate ,4.10,Very Good,yes,no,yes,no,yes,no
423,Zaika Crave - Club Aquaria,19.24,72.85,"Club Aquaria, near St. Lawrence School, Devidas Lane,Borivali West, Mumbai",Borivali West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.60,Excellent,yes,yes,yes,no,no,no
424,Blah Blah Lounge,19.24,72.85,"Panch Pakhadi, Thane West1st Floor, Sun Magnetica Building, Louis Wadi, Near Dhiraj Residency,","Panch Pakhadi, Thane West", Mumbai,  ? 800.00  , Budget Friendly ,4.20,Very Good,no,yes,yes,yes,no,yes
425,Romano's - JW Marriott Mumbai Sahar,19.10,72.88,"JW Marriott Mumbai Sahar, IA Project Road, Chhatrapati Shivaji International Airport, Sahar,Chakala, Mumbai",Chakala, Mumbai,"  ? 5,000.00  ", Expensive ,4.80,Excellent,no,no,yes,yes,yes,no
426,JW Lounge - JW Marriott Mumbai Sahar,19.10,72.88,"JW Marriott Mumbai Sahar, IA Project Road, Chhatrapati Shivaji International Airport, Mumbai Sahar,Chakala, Mumbai",Chakala, Mumbai,"  ? 1,500.00  ", Budget Friendly ,4.10,Very Good,no,no,yes,yes,no,no
427,China Gate,19.12,72.87,"G 1, Ground Floor, Akruti Star, MIDC, Central Road,Mahakali, Mumbai",Mahakali, Mumbai,"  ? 1,800.00  ", Moderate ,3.70,Very Good,yes,no,yes,no,yes,no
428,China Gate,19.14,72.83,"Royal Plaza, New Link Road,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,"  ? 1,800.00  ", Moderate ,3.60,Very Good,yes,no,yes,no,no,no
429,China Gate,19.07,72.86,"CST Road, Kalina,Santacruz East, Mumbai",Santacruz East, Mumbai,  ? 700.00  , Budget Friendly ,3.00,Good,yes,no,no,no,no,no
430,China Gate,19.09,72.83,"JuhuTara Road, Juhu, Mumbai",Juhu, Mumbai,"  ? 1,800.00  ", Moderate ,3.00,Good,yes,no,no,no,no,no
431,China Gate,19.11,72.88,"B 1, Times Square Tech Park, Andheri Kurla Road, Sakinaka Junction,Marol, Mumbai",Marol, Mumbai,"  ? 1,800.00  ", Moderate ,3.00,Good,yes,no,no,no,no,no
432,China Gate,19.13,72.82,"Versova, Andheri WestMukkti Cultural Hub, Model Town, Near Cha Cha Nehru Park,","Versova, Andheri West", Mumbai,"  ? 1,800.00  ", Moderate ,2.80,Good,yes,no,no,no,no,no
433,Roots Cafe,19.11,72.88,"Peninsula Redpine, Near Airport Road Metro Station, Andheri East,Marol, Mumbai",Marol, Mumbai,  ? 900.00  , Budget Friendly ,3.50,Good,no,yes,yes,no,no,yes
434,Rodeo Drive - Peninsula Redpine,19.11,72.88,"Peninsula Redpine, Near Airport Road Metro Station, Andheri East,Marol, Mumbai",Marol, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.90,Very Good,no,yes,yes,no,yes,no
435,BAR BAR,19.09,72.89,"First Floor, Phoenix Marketcity, Lal Bahadur Shastri Marg,Kurla, Mumbai",Kurla, Mumbai,"  ? 1,500.00  ", Budget Friendly ,3.70,Very Good,no,yes,yes,no,yes,no
436,Cafe Serene,19.27,72.78,"Virgin Beach, Behind Valenkani Church,Mira Road, Mumbai Uttan Bhayender(W), Thane, Maharashtra.",Mira Road, Mumbai,  ? 800.00  , Budget Friendly ,3.70,Very Good,no,yes,yes,no,yes,no
437,Rinpoche,19.22,72.85,"1, Ambaji Dham CHS, Near Amba Mata Mandir, Factory Lane, Shimpoli,Borivali West, Mumbai",Borivali West, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.20,Very Good,yes,no,no,no,no,no
438,Something's Fishy,19.12,72.87,"Tunga International Hotel, B11, MIDC, Central Road,Mahakali, Mumbai",Mahakali, Mumbai,"  ? 1,700.00  ", Moderate ,4.20,Very Good,yes,no,yes,no,yes,no
439,Olive Bistro,19.17,72.86,"Oberoi Mall, Film City Road,Goregaon East, Mumbai",Goregaon East, Mumbai,"  ? 1,600.00  ", Moderate ,3.70,Very Good,yes,yes,yes,no,no,no
440,Papa Pancho Da Dhaba,19.06,72.83,"Pali Hill, Bandra WestGasper Enclave, St John's Road, Near Rupee Bank,","Pali Hill, Bandra West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
441,Say Cheese,18.95,72.82,"10, Paras Arcade, Supariwala Estate, Near Central Plaza,Charni Road, Mumbai",Charni Road, Mumbai,  ? 350.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
442,Mondo Fine Dine,19.26,72.85,"Shop 1, Omkareshwar, New Link Road,kanderpada,Dahisar West, Mumbai",Dahisar West, Mumbai,"  ? 1,300.00  ", Budget Friendly ,4.90,Excellent,no,no,no,no,no,no
443,Mia Cucina,19.12,72.91,"G3, Transocean House, Lake Boulevard Street, Hiranandani Business Park,Powai, Mumbai",Powai, Mumbai,"  ? 2,000.00  ", Moderate ,3.90,Very Good,yes,no,yes,yes,no,no
444,Hit & Run,19.11,72.86,"3, Near Akal Society, Tarun Bharat Road,   Andheri East,Chakala, Mumbai",Chakala, Mumbai,  ? 700.00  , Budget Friendly ,4.10,Very Good,yes,no,no,no,no,no
445,Bhagwati Veg Restaurant,19.22,72.83,"Kesar Residency, Sector 3, Charkop,Kandivali West, Mumbai",Kandivali West, Mumbai,  ? 550.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
446,Cafe Monza,19.03,73.07,"Plot 5/6, Bhoomi Heights, Opposite Sector 8,Kharghar, Navi Mumbai",Kharghar, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.30,Very Good,yes,no,no,no,no,no
447,Ottoman Café,19.14,72.83,"1060, Above Countries Connection, Opp. Mainland China, Near. Infiniti Mall, Off New Link Road,Oshiwara, Andheri West, Mumbai","Oshiwara, Andheri West", Mumbai,  ? 800.00  , Budget Friendly ,3.70,Very Good,no,yes,no,no,yes,no
448,China Bistro,19.22,72.97,"Vasant Vihar, Thane WestGround Floor, Infinity Shopping Complex,","Vasant Vihar, Thane West", Mumbai,"  ? 1,700.00  ", Moderate ,4.20,Very Good,yes,yes,yes,no,yes,no
449,Lemon Leaf,18.92,72.83,"4, Mandlik Road, Behind Taj Mahal Hotel,Colaba, Mumbai",Colaba, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.10,Very Good,no,yes,yes,no,yes,no
450,Fat Kid Deli,19.07,73.00,"Unit F2, First Floor, Haware Infotech Park, Sector 30A,Vashi, Navi Mumbai",Vashi, Mumbai,  ? 850.00  , Budget Friendly ,3.90,Very Good,no,no,no,yes,no,no
451,Sardar Refreshments,18.97,72.81,"TardeoRoad Junction, Opposite Bus Depot, Tardeo, Mumbai",Tardeo, Mumbai,  ? 250.00  , Budget Friendly ,3.60,Very Good,no,no,no,no,no,no
452,Lotus Cafe - JW Marriott Mumbai Juhu,19.10,72.83,"JW Marriott,JuhuTara Road, Juhu, Mumbai",Juhu, Mumbai,"  ? 3,500.00  ", Expensive ,3.70,Very Good,no,no,yes,yes,no,no
453,Barbeque Central,19.16,72.84,"1st Floor, Chandiwala Heritage, Opposite Bangur Nagar, Above Absolute Furniture, Goregaon Link Road,Goregaon West, Mumbai",Goregaon West, Mumbai,"  ? 1,400.00  ", Budget Friendly ,4.00,Very Good,no,no,no,no,yes,no
454,AKA Bistro,18.93,72.83,"121, Radha Bhavan, Military Square, Nagindas Master Road, Kala Ghoda,Fort, Mumbai",Fort, Mumbai,"  ? 1,400.00  ", Budget Friendly ,4.20,Very Good,no,no,no,yes,no,no
455,Fort 001,18.93,72.83,"Janmabhoomi Marg,Fort, Mumbai",Fort, Mumbai,"  ? 1,600.00  ", Moderate ,4.10,Very Good,no,no,no,no,no,no
456,McDonald's,18.97,72.82,"273/275, Bellasis Road, Near City Centre, Jehangir Boman Behram Marg,Mumbai Central, Mumbai",Mumbai Central, Mumbai,  ? 500.00  , Budget Friendly ,2.40,Good,yes,no,no,no,no,no
457,Food Adda,19.23,72.85,"Shop 4, Motimahal Building, Sodawala Len,Borivali West, Mumbai",Borivali West, Mumbai,  ? 400.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,no,no
458,Shizusan Shophouse & Bar,19.00,72.83,"Skyzone, Ground Floor, Near Lifestyle Gate, High Street Phoenix Mall,Lower Parel, Mumbai",Lower Parel, Mumbai,"  ? 1,600.00  ", Moderate ,4.20,Very Good,no,no,yes,no,yes,no
459,Bombay Breeze Cafe,19.14,72.82,"4 Bungalows6th Floor, Trance Avenue Building, Next to Mhada Telephone Exchange,",4 Bungalows, Mumbai,"  ? 1,400.00  ", Budget Friendly ,3.60,Very Good,no,no,yes,yes,no,yes
460,Plenty,18.93,72.83,"3-B, Raja Bahadur Mansion, 24-A Mumbai Samachar Marg,Fort, Mumbai",Fort, Mumbai,"  ? 1,300.00  ", Budget Friendly ,4.00,Very Good,no,no,no,no,no,no
461,DP's The Fast Food Centre,19.02,72.85,"Opposite Ruia College, L N road,Matunga East, Mumbai",Matunga East, Mumbai,  ? 600.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
462,Crave,19.01,72.83,"Shivalik Building, Appasaheb Marathe Marg, Adjacent to Tata Motors,Prabhadevi, Mumbai",Prabhadevi, Mumbai,  ? 750.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
463,Fooze,19.23,72.97,"Vasant Vihar, Thane WestShop 21, Block 3, Emerald Plaza, Hiranandani Meadows, GB Road,","Vasant Vihar, Thane West", Mumbai,  ? 400.00  , Budget Friendly ,4.70,Excellent,no,yes,no,yes,no,no
464,Gaylord,18.93,72.83,"Mayfair Building, VN Road,Churchgate, Mumbai",Churchgate, Mumbai,"  ? 1,700.00  ", Moderate ,3.60,Very Good,yes,no,yes,no,no,no
465,Coppetto Artisan Gelato,19.06,72.83,"Linking Road, Bandra WestShop 3, Plot 117, Muzzafar Manor,  Waterfield Road,","Linking Road, Bandra West", Mumbai,  ? 350.00  , Budget Friendly ,3.90,Very Good,no,no,no,yes,no,no
466,Jai Hind Lunch Home,19.00,72.83,"7/8 B, Madhav Bhavan, Opposite Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,  ? 700.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
467,Hearsch Bakery,19.05,72.83,"90/A, Next to Holy Family Hospital,Hill Road, Bandra West, Mumbai","Hill Road, Bandra West", Mumbai,  ? 400.00  , Budget Friendly ,4.30,Very Good,no,no,no,no,no,no
468,Baba Falooda,19.04,72.84,"Shop 2, 52, Bell View Building, L J 2nd Cross Road,Mahim, Mumbai",Mahim, Mumbai,  ? 200.00  , Budget Friendly ,4.50,Very Good,no,no,no,no,no,no
469,Cafe Hydro,19.22,72.86,"Esspee Tower, Rajendra Nagar, Dattapada Road,Borivali East, Mumbai",Borivali East, Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.00,Very Good,no,no,no,no,no,no
470,The Korner House,19.07,72.83,"21, Union Park,KharWest, Khar, Mumbai",Khar, Mumbai,"  ? 4,000.00  ", Expensive ,3.80,Very Good,no,yes,yes,yes,yes,no
471,Zouk,19.12,72.85,"Hotel Imperial Palace, 45, Teli Gali, Next to Criticare Hospital,Near Andheri East Station, Mumbai",Near Andheri East Station, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.20,Very Good,no,yes,yes,yes,no,yes
472,The Bombay Cartel,18.99,72.81,"Level 2, Atria Mall, Dr. Annie Besant Road, Opposite Poonam Chambers,Worli, Mumbai",Worli, Mumbai,"  ? 1,000.00  ", Budget Friendly ,3.70,Very Good,yes,yes,no,yes,yes,no
473,Videsi Desi Bistro,19.25,73.14,"Vishal Mathura Apartment, Near Pulse Hospital, Kadakpada,Kalyan, Mumbai",Kalyan, Mumbai,"  ? 1,100.00  ", Budget Friendly ,3.80,Very Good,yes,no,no,yes,yes,no
474,The Road House,19.21,72.98,"Majiwada, Thane WestBoulevard Mall, 201-A, Lodha Complex,","Majiwada, Thane West", Mumbai,"  ? 1,400.00  ", Budget Friendly ,3.90,Very Good,yes,yes,yes,yes,yes,no
475,Woodside Inn,18.92,72.83,"Wodehouse Road, Opposite Regal Cinema,Colaba, Mumbai",Colaba, Mumbai,"  ? 2,000.00  ", Moderate ,4.10,Very Good,no,no,yes,yes,yes,no
476,Vrindavan,19.12,72.84,"Bhavan's College Main Gate, Dadabhai Road,Azad Nagar, Mumbai",Azad Nagar, Mumbai,  ? 750.00  , Budget Friendly ,3.70,Very Good,yes,no,no,no,no,no
477,The Chocolate Heaven,19.10,72.84,"4, Sheetal Smruti Building, 4 Swastik Society, Bhai Das Hall, JVPD Scheme,Vile Parle West, Mumbai",Vile Parle West, Mumbai,  ? 600.00  , Budget Friendly ,3.90,Very Good,yes,yes,no,yes,no,no
478,The Bombay Fries,19.01,73.01,"Shreeji Heights, Sector 46 A,Seawoods, Navi Mumbai",Seawoods, Mumbai,  ? 250.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
479,Square Pizza,19.12,72.89,"4, Harmony Apartment, Near Marwa House,Marol, Mumbai Andheri East",Marol, Mumbai,  ? 550.00  , Budget Friendly ,3.60,Very Good,yes,no,no,no,yes,no
480,The VJ Café,19.10,72.84,"Shop 2, Ground Floor, Shree Nataraj Building, Opposite Bhaidas Auditorium,  JVPD Lane,Vile Parle West, Mumbai",Vile Parle West, Mumbai,  ? 400.00  , Budget Friendly ,3.80,Very Good,yes,no,no,yes,no,no
481,Ovenfresh,19.02,72.84,"Kiran Building, Ranade Road,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,"  ? 1,200.00  ", Budget Friendly ,4.10,Very Good,no,no,no,no,no,no
482,Bachelorr's,18.95,72.82,"45,ChowpattySea Face, Netaji Subhash Chandra Bose Marg, Marine Drive, Chowpatty, Mumbai",Chowpatty, Mumbai,  ? 600.00  , Budget Friendly ,3.80,Very Good,yes,no,no,no,no,no
483,Jughead's,19.21,72.97,"Majiwada, Thane West10, 1st Floor, Viviana Mall, Near Jupiter Hospital, Eastern Express Highway,","Majiwada, Thane West", Mumbai,"  ? 1,300.00  ", Budget Friendly ,2.60,Good,yes,no,yes,no,no,no
484,Mamledar Misal,19.19,72.97,"Near Raymond Showroom, Naupada Police Station, Thane West","Majiwada, Thane West", Mumbai,  ? 150.00  , Budget Friendly ,4.10,Very Good,no,no,no,no,no,no
485,Goila Butter Chicken,19.13,72.83,"Shop 26,4 Bungalows,  Sai Kanwal Complex, Indira Nagar, Near DN Nagar Metro Station, 4 Bungalows, Mumbai",4 Bungalows, Mumbai,  ? 700.00  , Budget Friendly ,4.00,Very Good,yes,no,no,no,no,no
486,Radio Bar,19.07,72.83,"355, New Castle Hotel,KharWest, Khar, Mumbai",Khar, Mumbai,"  ? 2,000.00  ", Moderate ,3.60,Very Good,no,yes,yes,no,yes,no
487,Amar Juice Centre,19.11,72.88,"Unit /Gala 8 & 9, Ground floor, Building 1, Ajay Mittal Industrial Premises, Andheri Kurla Road,Marol, Mumbai",Marol, Mumbai,  ? 550.00  , Budget Friendly ,3.50,Good,yes,no,no,no,no,no
488,D'Crepes Cafe,19.23,72.97,"Vasant Vihar, Thane West21/22, Block 1, Emerald Plaza, Hiranandani Meadows, Off Pokhran 2,","Vasant Vihar, Thane West", Mumbai,"  ? 1,000.00  ", Budget Friendly ,4.30,Very Good,yes,no,no,yes,no,no
